id,uuid,title,url,geoHash,type,typology_id,typology_name,contract,isNew,luxury,visibility,isProjectLike,isMosaic,propertiesCount,price_value,price_formatted,price_min,price_max,price_range,price_visible,surface,rooms,bathrooms,floor,floor_number,floor_ga4value,elevator,address,latitude,longitude,city,province,region,macrozone,nation,description,caption,ga4features,ga4Heating,ga4Garage,views,agency_id,agency_type,agency_name,agency_label,agency_url,photo_id,photo_caption,photo_url_small,photo_url_medium,photo_url_large,typologyGA4Translation,matchSearch
121797974,455e61a7-a4d2-551e-b902-5ec2795df045,"Appartamento viale Quartara 7, Quarto, Genova",https://www.immobiliare.it/annunci/121797974/,spyksbss,ad,14,Appartamento,rent,True,False,supervetrina,False,True,,5000.0,€ 5.000/mese,,,oltre 2.000 &euro;,True,260 m²,5+,2,"4°, con ascensore",4,4,True,Viale Quartara,44.3883,9.0043,Genova,Genova,Liguria,"Quarto, Quinto, Sant'Ilario",Italia,"Immerso nel verde della rigogliosa macchia mediterranea, tra i tranquilli quartieri di Quarto e Quinto, proponiamo in affitto un esclusivo attico di circa 260 mq, completamente ristrutturato.
La proprietà, situata nel rinomato Viale Quartara, rappresenta una vera oasi di pace e tranquillità a pochi passi dal centro di Genova e dalle spiagge più rinomate.
Il cuore dell'abitazione è rappresentato da un ampio triplo salone, inondato di luce naturale grazie alle grandi vetrate che si affacciano direttamente sul mare. L’esposizione a 360° garantisce una luminosità costante durante tutto l’arco dell",Genova Quarto - Elegante attico vista mare,"idromassaggio, cancello elettrico, fibra ottica, videocitofono, esposizione esterna, balcone, terrazzo, impianto tv con parabola satellitare, parzialmente arredato",Autonomo,1 in box privato/box in garage,"mare, panoramica, db_feature.view.id_9",54861,agency,Santandrea Luxury Houses & Top Properties - GENOVA,agenzia,https://www.immobiliare.it/agenzie-immobiliari/54861/santandrea-genova/,1745189984.0,Piscina,https://pwm.im-cdn.it/image/1745189984/xxs-c.jpg,https://pwm.im-cdn.it/image/1745189984/m-c.jpg,https://pwm.im-cdn.it/image/1745189984/xxl.jpg,Appartamento,
121237690,c34f6453-6c88-5471-bd55-497bf3a98d8d,"Attico via Giovanni Sforza 8, Albaro, Genova",https://www.immobiliare.it/annunci/121237690/,spyks1qq,ad,15,Attico,rent,False,False,supervetrina,False,True,,6000.0,€ 6.000/mese,,,oltre 2.000 &euro;,True,298 m²,5+,2,"3°, con ascensore",3,3,True,Via Giovanni Sforza,44.3927,8.9737,Genova,Genova,Liguria,"Albaro, Sturla",Italia,"Nell’elegante quartiere di Albaro, il residenziale più ambito di Genova, il mare diventa parte del quotidiano. A pochi passi da Via Sforza ci si ritrova in un’oasi di macchia mediterranea e parchi privati, punteggiata da ville storiche e percorsi alberati che declinano dolcemente verso il lungomare di Corso Italia e il borgo di Boccadasse. Qui il gusto della vita all’aria aperta si fonde con la comodità urbana: ristoranti di pesce pluripremiati, bistrot contemporanei, botteghe gourmet e l’esclusivo Park Tennis – uno dei centri sportivi più rinomati della Liguria – trasformano ogni giornata in ",Attico panoramico in villa storica in Albaro,"idromassaggio, cancello elettrico, videocitofono, esposizione esterna, accesso per disabili, balcone, terrazzo, piscina, impianto tv con parabola satellitare, arredato",Autonomo,"1 in box privato/box in garage, 1 in parcheggio/garage comune","mare, panoramica, db_feature.view.id_9, db_feature.view.id_10",54861,agency,Santandrea Luxury Houses & Top Properties - GENOVA,agenzia,https://www.immobiliare.it/agenzie-immobiliari/54861/santandrea-genova/,1727551314.0,Piscina,https://pwm.im-cdn.it/image/1727551314/xxs-c.jpg,https://pwm.im-cdn.it/image/1727551314/m-c.jpg,https://pwm.im-cdn.it/image/1727551314/xxl.jpg,Attico - Mansarda,
120613002,993d8b13-c9ca-57ea-a348-5f34102d91fb,"Appartamento piazza Niccolò Tommaseo 3, Foce, Genova",https://www.immobiliare.it/annunci/120613002/,spykeepf,ad,14,Appartamento,rent,False,False,vetrina,False,False,,1050.0,€ 1.050/mese,,,1.001 - 1.500 &euro;,True,160 m²,5+,2,1°,1,1,,Piazza Niccolò Tommaseo,44.4017,8.9538,Genova,Genova,Liguria,Centro,Italia,,PIAZZA TOMMASEO MQ.160 NON ARREDATO,"esposizione esterna, balcone, solo cucina arredata",Autonomo,,"panoramica, db_feature.view.id_10",124541,agency,Formento Agenti Immobiliari Srl,agenzia,https://www.immobiliare.it/agenzie-immobiliari/124541/formento-genova/,1709835146.0,Planimetria,https://pwm.im-cdn.it/image/1709835146/xxs-c.jpg,https://pwm.im-cdn.it/image/1709835146/m-c.jpg,https://pwm.im-cdn.it/image/1709835146/xxl.jpg,Appartamento,
121149112,d07cb56a-d809-57e2-b2f6-c5f2ca7b1aef,"Trilocale via Ri Case Sparse 18C, Ri Alto, Chiavari",https://www.immobiliare.it/annunci/121149112/,spyshmp0,ad,14,Appartamento,rent,False,False,vetrina,False,False,,1200.0,€ 1.200/mese,,,1.001 - 1.500 &euro;,True,90 m²,3,2,Piano terra,piano terra,piano terra,,Via Ri Case Sparse,44.3265,9.3392,Chiavari,Genova,Liguria,Ri Alto,Italia,,,"cancello elettrico, fibra ottica, videocitofono, impianto di allarme, porta blindata, esposizione esterna, accesso per disabili, armadio a muro, terrazzo, piscina, impianto tv con parabola satellitare, arredato",Autonomo,2 in parcheggio/garage comune,"mare, panoramica",115713,agency,Immobiliare Progetti e Casali,agenzia,https://www.immobiliare.it/agenzie-immobiliari/115713/immobiliare-progetti-e-casali-chiavari/,,,,,,Appartamento,
121417348,5ba70b45-f3a5-59a2-81fa-bc8e4f8cea21,"Appartamento corso Cristoforo Colombo 71, Centro, Sestri Levante",https://www.immobiliare.it/annunci/121417348/,spyevg3z,ad,14,Appartamento,rent,False,False,vetrina,False,False,,1400.0,€ 1.400/mese,,,1.001 - 1.500 &euro;,True,125 m²,5,2,1°,1,1,,Corso Cristoforo Colombo,44.272,9.396,Sestri Levante,Genova,Liguria,Centro,Italia,,Locazione residenziale nel Centro Storici di Sestri Levante,"porta blindata, esposizione esterna, balcone, impianto tv con parabola satellitare, solo cucina arredata",Autonomo,,db_feature.view.id_10,419629,agency,Engel & Völkers - Cinque Terre,agenzia,https://www.immobiliare.it/agenzie-immobiliari/419629/engel-voelkers-cinque-terre-chiavari/,1733401340.0,Balcone,https://pwm.im-cdn.it/image/1733401340/xxs-c.jpg,https://pwm.im-cdn.it/image/1733401340/m-c.jpg,https://pwm.im-cdn.it/image/1733401340/xxl.jpg,Appartamento,
112052879,1674ed27-7f9d-591b-87c9-d9cc406d3ba1,"Appartamento piazza Martiri della Libertà 10, Centro, Santa Margherita Ligure",https://www.immobiliare.it/annunci/112052879/,spys1wst,ad,14,Appartamento,rent,False,False,vetrina,False,False,,2200.0,€ 2.200/mese,,,oltre 2.000 &euro;,True,130 m²,5,2,4°,4,4,,Piazza Martiri della Libertà,44.3335,9.213,Santa Margherita Ligure,Genova,Liguria,Centro,Italia,,Vivi sul mare: appartamento in affitto a Santa Margherita,"idromassaggio, cancello elettrico, caminetto, fibra ottica, porta blindata, esposizione esterna, armadio a muro, balcone, terrazzo, impianto tv centralizzato, arredato",Centralizzato,,"mare, panoramica",418167,agency,Agenzia Immobiliare Cavo,agenzia,https://www.immobiliare.it/agenzie-immobiliari/418167/agenzia-cavo-genova/,1744357752.0,Salone,https://pwm.im-cdn.it/image/1744357752/xxs-c.jpg,https://pwm.im-cdn.it/image/1744357752/m-c.jpg,https://pwm.im-cdn.it/image/1744357752/xxl.jpg,Appartamento,
121237008,3c48fe4a-cc3b-51ba-b3e2-8919ffb0507c,"Bilocale via San Giacomo e Filippo 31, San Vincenzo, Genova",https://www.immobiliare.it/annunci/121237008/,spykekte,ad,14,Appartamento,rent,False,False,vetrina,False,False,,1000.0,€ 1.000/mese,,,501 - 1000 &euro;,True,40 m²,2,1,"6°, con ascensore",6,6,True,Via San Giacomo e Filippo,44.4101,8.9396,Genova,Genova,Liguria,Centro,Italia,,Bilocale con posto auto,"fibra ottica, videocitofono, impianto di allarme, porta blindata, esposizione esterna, armadio a muro, impianto tv con parabola satellitare, arredato",Autonomo,1 in parcheggio/garage comune,,53873,agency,Bardazzi e Morelli S.r.l.,agenzia,https://www.immobiliare.it/agenzie-immobiliari/53873/bardazzi-e-morelli-genova/,1727542368.0,Cucina,https://pwm.im-cdn.it/image/1727542368/xxs-c.jpg,https://pwm.im-cdn.it/image/1727542368/m-c.jpg,https://pwm.im-cdn.it/image/1727542368/xxl.jpg,Appartamento,
105226711,c2c21029-9fdf-5037-8171-d2076ee06532,"Quadrilocale via La Loggia 7, Centro, Lavagna",https://www.immobiliare.it/annunci/105226711/,spyshez0,ad,14,Appartamento,rent,False,False,vetrina,False,False,,,prezzo su richiesta,,,Prezzo su richiesta,False,106 m²,4,2,2°,2,2,,Via La Loggia,44.3176,9.3481,Lavagna,Genova,Liguria,Centro,Italia,,AFFITTO TRANSITORIO VISTA MARE A LAVAGNA,"fibra ottica, impianto di allarme, porta blindata, balcone, terrazzo, impianto tv con parabola satellitare, arredato, esposizione doppia",Autonomo,"1 in box privato/box in garage, 1 in parcheggio/garage comune","mare, db_feature.view.id_9",386152,agency,Spagnoli Eugenia,agenzia,https://www.immobiliare.it/agenzie-immobiliari/386152/spagnoli-eugenia-milano/,1382347673.0,TERRAZZA 1,https://pwm.im-cdn.it/image/1382347673/xxs-c.jpg,https://pwm.im-cdn.it/image/1382347673/m-c.jpg,https://pwm.im-cdn.it/image/1382347673/xxl.jpg,Appartamento,
120906478,3de6f0d3-abbd-5a9f-abd7-41b595b95503,"Quadrilocale viale Goffredo Franchini 1e, Nervi, Genova",https://www.immobiliare.it/annunci/120906478/,spykmxyf,ad,14,Appartamento,rent,False,False,vetrina,False,False,,1100.0,€ 1.100/mese,,,1.001 - 1.500 &euro;,True,109 m²,4,1,"1°, con ascensore",1,1,True,Viale Goffredo Franchini,44.3839,9.0403,Genova,Genova,Liguria,"Quarto, Quinto, Sant'Ilario",Italia,,NERVI: Centralissimo quadrilocale mq 109 ristrutturato,"fibra ottica, impianto di allarme, porta blindata, esposizione esterna, armadio a muro, balcone, impianto tv centralizzato, parzialmente arredato",Autonomo,1 in parcheggio/garage comune,,11755,agency,Studio Immobiliare Massa,agenzia,https://www.immobiliare.it/agenzie-immobiliari/11755/studio-immobiliare-massa-genova/,1717119140.0,Facciata,https://pwm.im-cdn.it/image/1717119140/xxs-c.jpg,https://pwm.im-cdn.it/image/1717119140/m-c.jpg,https://pwm.im-cdn.it/image/1717119140/xxl.jpg,Appartamento,
95440984,e50b609f-4eb8-5ed1-8f1e-ef48308af4b2,"Bilocale via San Lorenzo 3, Centro, Santa Margherita Ligure",https://www.immobiliare.it/annunci/95440984/,spys1xgf,ad,14,Appartamento,rent,False,False,vetrina,False,False,,1200.0,€ 1.200/mese,,,1.001 - 1.500 &euro;,True,75 m²,2,2,1°,1,1,,Via San Lorenzo,44.3399,9.2119,Santa Margherita Ligure,Genova,Liguria,Centro,Italia,,Appartamento panoramico con terrazzo,"cancello elettrico, esposizione esterna, armadio a muro, terrazzo, arredato",Autonomo,1 in parcheggio/garage comune,"mare, monti, panoramica",220678,agency,Central Real Estate,agenzia,https://www.immobiliare.it/agenzie-immobiliari/220678/central-real-estate-milano/,1171440734.0,Facciata,https://pwm.im-cdn.it/image/1171440734/xxs-c.jpg,https://pwm.im-cdn.it/image/1171440734/m-c.jpg,https://pwm.im-cdn.it/image/1171440734/xxl.jpg,Appartamento,
